datetime,RadiantOutput,Temperature,RadiativeHeat,footprint,SatZenithAngle,quality,Porosity,AI,date,MarkerSize
2019-05-23 03:06:39+00:00,1.56,1621.85,3.79,5.18,0,1,12.02947533,33.84649561,2019-05-23,8.092594808
2019-05-23 03:06:50.500000+00:00,1.76,1567.85,7.55,11.81,0,1,11.1098421,33.47963225,2019-05-23,9.614234958
2019-05-23 03:06:57+00:00,0.86,1919.85,0.66,0.5,0,1,-0.213976778,35.80250991,2019-05-23,5.22773997
2019-05-23 03:07:06+00:00,0.62,1570.85,0.37,0.56,0,1,-5.404648786,36.18906764,2019-05-23,4.523539892
2019-05-23 03:07:09+00:00,0.71,1793.85,1.64,1.58,0,1,10.97299732,32.28792041,2019-05-23,6.563552382
2019-05-23 03:07:29+00:00,0.59,1772.85,1.21,1.22,0,1,9.851795238,31.40399038,2019-05-23,6.083091319
2019-05-23 03:07:34+00:00,0.33,1667.85,0.36,0.45,0,1,3.240753375,32.83888131,2019-05-23,4.492660682
2019-05-23 03:07:43+00:00,0.46,1524.85,0.56,0.94,0,1,6.937170333,31.39252333,2019-05-23,5.017356963
2019-05-23 03:07:43+00:00,0.6,1612.85,0.52,0.72,0,1,5.226339167,31.74997123,2019-05-23,4.925256235
2019-05-23 03:07:56+00:00,0.41,1582.85,0.65,0.97,0,1,7.905783567,30.38740607,2019-05-23,5.207824408
2019-05-23 03:07:56+00:00,0.63,1656.85,0.62,0.79,0,1,5.633699611,30.88814225,2019-05-23,5.146665181
2019-05-23 03:07:59+00:00,0.38,1718.85,0.58,0.65,0,1,7.690562233,30.17984492,2019-05-23,5.061567023
2019-05-23 03:08:20+00:00,1.08,1575.85,2.44,3.68,0,1,9.05613275,28.4676355,2019-05-23,7.248955774
2019-05-23 03:08:20+00:00,1.86,1508.85,4.93,8.62,0,1,9.8061395,28.18919164,2019-05-23,8.64250667
2019-05-23 03:08:22+00:00,1.04,1535.85,2.76,4.55,0,1,9.805405643,28.19082179,2019-05-23,7.475758513
2019-05-23 03:08:24+00:00,1.18,1521.85,2.04,3.47,0,1,7.654136,28.57881817,2019-05-23,6.931632598
2019-05-23 03:08:24+00:00,3.94,1522.85,6.64,11.25,0,1,7.5358565,28.63748575,2019-05-23,9.310435878
2019-05-23 03:09:01+00:00,0.45,1554.85,0.35,0.56,0,1,-0.158243167,28.21233458,2019-05-23,4.46113129
2019-05-23 03:09:01+00:00,1.55,1527.85,1.34,2.25,0,1,0.306680964,28.11571412,2019-05-23,6.240281672
2019-05-23 03:09:05+00:00,0.74,1610.85,0.7,0.97,0,1,0.6314095,27.7819231,2019-05-23,5.305209072
2019-05-23 03:09:05+00:00,1.42,1650.85,1.3,1.67,0,1,0.461966951,27.7972829,2019-05-23,6.19318184
2019-05-23 03:13:26+00:00,0.465,1579.35,1.12,1.7,0,1,-17.3460083,14.73995977,2019-05-23,5.966676599
2019-05-23 03:15:35+00:00,0.85,1627.85,0.98,1.33,0,1,-4.8018053,5.0313529,2019-05-23,5.770779927
2019-05-23 03:15:36+00:00,0.69,1684.85,0.62,0.75,0,1,-2.89155125,4.5957155,2019-05-23,5.146665181
2019-05-23 05:02:13+00:00,0.42,1674.85,0.3,0.37,0,1,-38.3397512,-12.3954248,2019-05-23,4.292480266
2019-05-23 05:02:13+00:00,0.4,1645.85,0.29,0.38,0,1,-38.2798722,-12.3560289,2019-05-23,4.256253565
2019-05-23 05:05:04+00:00,1.29,1525.85,0.82,1.37,0,1,-41.72468622,-22.28322819,2019-05-23,5.519267669
2019-05-23 05:05:05+00:00,0.99,1564.85,0.76,1.17,0,1,-40.26207,-22.5521803,2019-05-23,5.415410612
2019-05-23 05:05:09+00:00,0.3,1700.85,0.22,0.26,0,1,-40.5471945,-22.67290025,2019-05-23,3.972223384
2019-05-23 05:05:37+00:00,0.66,1682.85,0.4,0.49,0,1,-45.4973204,-23.654759,2019-05-23,4.612570227
2019-05-23 05:05:55+00:00,0.31,1664.85,0.19,0.23,0,1,-42.945735,-25.13982333,2019-05-23,3.829273566
2019-05-23 05:09:22+00:00,0.75,1514.85,0.6,1.04,0,1,-57.9254551,-34.8760991,2019-05-23,5.104648073
2019-05-23 05:44:08.333333+00:00,0.5,1687.516667,1.56,1.89,0,1,-62.301068,-38.747737,2019-05-23,6.482001738
2019-05-23 06:26:51+00:00,1.04,1644.85,0.68,0.89,0,1,-48.01881631,46.78912933,2019-05-23,5.266901807
2019-05-23 06:37:12+00:00,0.34,1774.85,0.44,0.44,0,1,-68.938147,12.13176867,2019-05-23,4.723796311
2019-05-23 06:37:39+00:00,1.35,1697.85,0.86,1.01,0,1,-63.55497767,9.682502333,2019-05-23,5.585378467
2019-05-23 06:37:39+00:00,23.04,1640.85,14.57,19.14,0,1,-63.473414,9.677824681,2019-05-23,11.33164294
2019-05-23 06:37:39+00:00,3,1743.85,1.9,2.02,0,1,-63.47390244,9.732972111,2019-05-23,6.809518338
2019-05-23 06:37:40+00:00,14.09,1642.85,17.92,23.46,0,1,-63.53450277,9.652141667,2019-05-23,11.9333532
2019-05-23 06:37:40+00:00,2.36,1588.85,1.52,2.24,0,1,-63.68821767,9.622538917,2019-05-23,6.44004483
2019-05-23 06:37:40+00:00,4.06,1672.85,2.59,3.18,0,1,-63.56239313,9.6532872,2019-05-23,7.357883964
2019-05-23 06:37:40+00:00,4.73,1793.85,3.04,2.93,0,1,-63.6290682,9.6457842,2019-05-23,7.658547133
2019-05-23 06:37:40+00:00,2.21,1668.85,1.43,1.78,0,1,-63.72587667,9.616877867,2019-05-23,6.342522301
2019-05-23 06:37:42+00:00,5.8,1534.85,4.02,6.63,0,1,-64.26157028,9.661452406,2019-05-23,8.212672542
2019-05-23 06:37:44+00:00,0.32,1670.85,0.32,0.39,0,1,-66.31994325,9.871038813,2019-05-23,4.362299588
2019-05-23 06:37:47+00:00,11.11,1506.85,7.43,13.06,0,1,-64.05769659,9.228503682,2019-05-23,9.57580287
2019-05-23 06:37:47+00:00,6.21,1584.85,4.45,6.58,0,1,-64.54655113,9.3849445,2019-05-23,8.423992981
2019-05-23 06:37:49+00:00,11.52,1554.85,8.37,13.2,0,1,-64.67003596,9.227398256,2019-05-23,9.865278682
2019-05-23 06:37:49+00:00,0.65,1555.85,0.46,0.72,0,1,-64.50950255,9.220076775,2019-05-23,4.776584351
2019-05-23 06:37:51+00:00,2.15,1630.85,1.61,2.15,0,1,-64.869562,9.18072275,2019-05-23,6.533328007
2019-05-23 06:37:51+00:00,0.77,1658.85,0.52,0.65,0,1,-64.14029099,9.101159269,2019-05-23,4.925256235
2019-05-23 06:37:53+00:00,0.5,1762.85,0.32,0.33,0,1,-63.92728473,8.935392733,2019-05-23,4.362299588
2019-05-23 06:37:53+00:00,0.39,1736.35,0.46,0.51,0,1,-62.90893765,8.724650298,2019-05-23,4.776584351
2019-05-23 06:37:55+00:00,2.35,1539.85,1.42,2.32,0,1,-63.15285724,8.6866175,2019-05-23,6.331404778
2019-05-23 06:38:00+00:00,0.32,2083.85,0.19,0.11,0,1,-62.85214411,8.344623444,2019-05-23,3.829273566
2019-05-23 06:38:00+00:00,1.62,1551.85,1.07,1.7,0,1,-64.1350465,8.555850786,2019-05-23,5.898939445
2019-05-23 06:41:42+00:00,4.47,1602.85,2.58,3.68,0,1,-65.29444767,-4.864105333,2019-05-23,7.350771453
2019-05-23 06:43:59+00:00,0.525,1748.35,0.98,1.12,0,1,-72.94328833,-11.84614017,2019-05-23,5.770779927
2019-05-23 06:50:09+00:00,0.83,1532.85,0.57,0.94,0,1,-69.48461633,-34.97618,2019-05-23,5.039607429
2019-05-23 06:50:13+00:00,0.31,1509.85,0.21,0.36,0,1,-69.6989654,-35.1863388,2019-05-23,3.926294008
2019-05-23 06:50:45+00:00,0.72,1603.85,0.51,0.73,0,1,-69.65728864,-37.15265761,2019-05-23,4.901404414
2019-05-23 06:50:59+00:00,0.84,1659.85,0.69,0.87,0,1,-68.85222517,-38.05168267,2019-05-23,5.286159539
2019-05-23 06:51:01+00:00,0.3,1620.85,0.23,0.32,0,1,-69.2318944,-38.1256862,2019-05-23,4.016612658
2019-05-23 06:51:03+00:00,6.52,1511.85,5.52,9.58,0,1,-68.63690054,-38.28537461,2019-05-23,8.890225214
2019-05-23 06:51:03+00:00,2.9,1607.85,2.44,3.44,0,1,-68.66570828,-38.23879597,2019-05-23,7.248955774
2019-05-23 06:51:05+00:00,0.63,1502.85,0.53,0.94,0,1,-68.71745375,-38.41061075,2019-05-23,4.948766479
2019-05-23 06:51:05+00:00,8.66,1542.85,7.4,12,0,1,-68.59617367,-38.39284747,2019-05-23,9.566122181
2019-05-23 06:51:05+00:00,0.75,1596.85,0.64,0.92,0,1,-68.6053008,-38.3732353,2019-05-23,5.187677708
2019-05-23 06:51:05+00:00,0.36,1587.85,0.3,0.44,0,1,-68.74291375,-38.36040475,2019-05-23,4.292480266
2019-05-23 06:51:06+00:00,0.76,1504.85,0.66,1.16,0,1,-68.49357413,-38.56237925,2019-05-23,5.22773997
2019-05-23 06:51:10+00:00,0.27,1618.85,0.23,0.31,0,1,-68.9173495,-38.74703975,2019-05-23,4.016612658
